,words,amounts,entropies
22541,schlyter,84,0
22542,diego,60,0
22543,jardim,7,0
22544,raül,15,0
22546,carlshamre,11,0
22547,gibault,11,0
22548,alde,1111,0
22549,bestiality,5,0
22550,badajoz,5,0
22551,orchid,28,0
22552,rhinocero,10,0
22553,rhino,24,0
22554,irrawaddy,5,0
22555,auken,42,0
22556,zani,5,0
22557,vittorio,12,0
22558,csaba,19,0
22559,tabajdi,53,0
22560,musacchio,8,0
22561,kinga gál,11,0
22562,adriana,8,0
22563,jelko,12,0
22564,kacin,58,0
22565,istván,8,0
22566,kallenbach,46,0
22568,1856,8,0
22570,pasqualina,8,0
22571,maldives,67,0
22572,maldive,32,0
22573,giusto,10,0
22575,gayoom,8,0
22576,beck,16,0
22577,vegetate,5,0
22579,thame,5,0
22580,buzek,199,0
22582,kassam,14,0
22583,ayman,20,0
22584,sderot,22,0
22585,michelis,6,0
22586,semi - automatic,8,0
22587,kudrycka,8,0
22588,edp,12,0
22589,edps,8,0
22590,gsp+,52,0
22591,castex,48,0
22592,yazidi,7,0
22593,yazidis,8,0
22594,steroid,29,0
22595,undetectable,6,0
22596,tulip,34,0
22597,•,63,0
22598,preston,6,0
22599,lorca,9,0
22600,copulate,8,0
22601,1863,7,0
22602,radovan,7,0
22604,lauk,40,0
22605,bochum,16,0
22606,saab,11,0
22607,ig,6,0
22608,figueruelas,5,0
22609,figueruela,5,0
22610,belet,79,0
22611,azambuja,19,0
22612,bluff,6,0
22613,violinist,18,0
22614,fiddler,6,0
22615,superstar,15,0
22616,superstars,16,0
22619,sanctify,5,0
22620,udre,9,0
22622,kroe,15,0
22623,kovács,75,0
22624,kovpc,9,0
22625,crescendo,5,0
22626,rectitude,7,0
22627,righteousness,10,0
22628,benita,28,0
22629,grybauskaite,6,0
22630,neelie,13,0
22631,fourniret,16,0
22632,lewandowski,146,0
22634,interdepartmental,7,0
22635,cl,16,0
22636,sickly,5,0
22637,solver,13,0
22638,mote,20,0
22639,piotrowski,11,0
22640,battilocchio,5,0
22641,rachinel,30,0
22642,rogalski,11,0
22643,zedong,13,0
22644,wojciechowski,69,0
22645,geo - economic,10,0
22646,özdemir,25,0
22647,enp,211,0
22648,416,5,0
22650,andrikienė,20,0
22655,effigy,6,0
22656,halki,26,0
22657,papadimoulis,82,0
22658,bihar,16,0
22659,fatos,14,0
22660,4,31,0
22661,wangari,14,0
22662,maathai,12,0
22663,disorientate,11,0
22664,porpoise,9,0
22665,343,6,0
22666,9,7,0
22668,aubert,56,0
22669,tobias,18,0
22670,pflüger,54,0
22671,guidoni,32,0
22672,afp,7,0
22673,russa,18,0
22674,on guantánamo,5,0
22675,beglitis,9,0
22676,denise,8,0
22677,pleite,10,0
22678,v .,5,0
22679,vs .,5,0
22680,bustling,5,0
22681,canopy,27,0
22682,janjaweed,19,0
22683,carbide,5,0
22684,sipri,7,0
22685,325,26,0
22686,mercantilism,6,0
22687,henin,6,0
22689,ashdown,21,0
22690,eufor,101,0
22691,samuelsen,20,0
22692,pre - industrial,32,0
22693,brún,44,0
22694,lorenzo,13,0
22695,batista,6,0
22696,infuriate,8,0
22697,zimmer,8,0
22698,nistelrooij,60,0
22699,staniszewska,5,0
22700,knapman,9,0
22701,interracial,5,0
22702,pliny,10,0
22703,beichman,6,0
22704,expeditionary,6,0
22705,piebalgs,184,0
22706,piebalg,56,0
22707,rooster,11,0
22708,gallo,10,0
22709,boel,160,0
22710,bitumen,5,0
22711,coliseum,9,0
22712,colosseum,14,0
22713,manolis,7,0
22714,cleopatra,7,0
22715,beginner,13,0
22716,quixote,31,0
22717,toubon,103,0
22718,mastenbroek,15,0
22719,epso,20,0
22720,arendt,7,0
22721,sinnott,39,0
22722,kathy,6,0
22723,bellow,6,0
22724,rembrandt,6,0
22725,kohlíček,32,0
22726,dess,61,0
22727,figel’,6,0
22728,mandala,8,0
22729,lichtenberger,68,0
22730,asmara,8,0
22731,gauzès,144,0
22732,kwaśniewski,6,0
22733,solidarność,21,0
22734,captivate,14,0
22735,yulia,24,0
22736,timoshenko,8,0
22738,russophobia,9,0
22739,packwood,7,0
22740,12 . 3,11,0
22741,seeber,76,0
22742,triantaphyllides,19,0
22744,sk,1060,0
22745,Feb-04,6,0
22746,oval,7,0
22747,medellín,6,0
22748,monaghan,7,0
22750,ciller,5,0
22751,erbakan,30,0
22754,bigamy,5,0
22755,adnan,9,0
22756,novak,16,0
22757,bobošíková,7,0
22758,euclidean,7,0
22759,svetlana,5,0
22761,smolensk,6,0
22762,dubrovnik,7,0
22763,basescu,20,0
22764,rubik,12,0
22765,clumsily,5,0
22766,incantation,6,0
22767,becsey,65,0
22768,maarten,5,0
22769,mausoleum,10,0
22770,tommaso,8,0
22771,dobolyi,8,0
22772,regatta,9,0
22773,traian,13,0
22774,capone,8,0
22775,anastase,11,0
22776,sibiu,6,0
22777,jäätteenmäki,49,0
22778,aylward,39,0
22779,microclimate,6,0
22780,hassi,48,0
22781,ek,52,0
22782,ek’,8,0
22783,hedh,44,0
22784,westlund,33,0
22785,*,6,0
22786,bennett,9,0
22787,ulcer,15,0
22788,fernand,22,0
22789,schmit,68,0
22790,duchess,6,0
22792,rifkin,9,0
22793,dazzling,9,0
22794,stalingrad,6,0
22795,dachau,11,0
22796,guardans,63,0
22798,hammerstein,47,0
22799,mintz,29,0
22801,bertolt,10,0
22802,peillon,26,0
22804,josephine,8,0
22805,twain,28,0
22806,gmb,5,0
22807,kobe,10,0
22808,upr,5,0
22809,stratification,15,0
22810,chennai,7,0
22811,phi,15,0
22812,tsunamis,26,0
22813,hadley,5,0
22815,capulet,7,0
22816,romeo,20,0
22817,hanna,5,0
22818,pronunciation,21,0
22819,odessa,10,0
22820,861,6,0
22821,dazzle,14,0
22822,rajavi,10,0
22823,mam,5,0
22824,sonik,25,0
22825,zionist,6,0
22826,swastika,7,0
22827,cory,6,0
22828,tripoli,63,0
22829,herrero,15,0
22830,post - kyoto,16,0
22831,elmar,7,0
22832,ackermann,10,0
22833,batzeli,90,0
22834,schwab,162,0
22835,husky,6,0
22836,in 't,63,0
22837,gozo,23,0
22838,sgis,24,0
22839,impressionist,8,0
22840,hartz,5,0
22841,waigel,30,0
22842,detroit,168,0
22843,detroiter,7,0
22844,soot,7,0
22845,6 . 1,7,0
22846,courtier,5,0
22847,inhaler,32,0
22848,cardiology,11,0
22849,antimony,7,0
22850,perth,9,0
22851,prehistory,12,0
22852,vincenzi,17,0
22853,mcguiness,5,0
22854,welder,10,0
22855,quadriplegic,5,0
22856,390,13,0
22857,ris,13,0
22858,drake,25,0
22859,1559,35,0
22860,rafiq,5,0
22861,nour,27,0
22862,braudel,6,0
22863,empa,34,0
22864,manaus,5,0
22867,varvitsiotis,17,0
22868,swarm,36,0
22869,davis,62,0
22870,intersect,7,0
22871,voronin,17,0
22872,smirnov,6,0
22873,primakov,17,0
22874,quintet,5,0
22875,mdg,136,0
22876,mdgs,10,0
22877,gunnar,6,0
22878,afro,9,0
22879,kaczmarek,29,0
22880,guillaume,39,0
22881,yuan,19,0
22882,bresso,18,0
22883,imco,33,0
22884,maštálka,8,0
22885,thyssenkrupp,37,0
22886,electromechanical,6,0
22887,coil,22,0
22888,mysticism,6,0
22889,smelter,5,0
22890,ransdorf,28,0
22891,locatelli,43,0
22892,massage,21,0
22894,togolese,29,0
22895,kabbah,17,0
22896,calipari,9,0
22897,sismi,7,0
22898,mccartney,92,0
22899,szczecin,33,0
22900,endometriosis,11,0
22902,maris,6,0
22903,kozlov,9,0
22904,indiscretion,6,0
22905,yang,27,0
22906,caspary,82,0
22907,rebecca,31,0
22908,lena,14,0
22909,1906,9,0
22910,presedo,35,0
22911,airworthiness,9,0
22913,taif,10,0
22914,bekaa,6,0
22915,rafik,5,0
22916,reposition,6,0
22917,kamiński,18,0
22918,beckett,37,0
22919,blade,5,0
22921,arif,53,0
22922,dombrovskis,50,0
22923,ard,6,0
22924,ecop-pinnovation,5,0
22925,hayek,7,0
22926,comecon,10,0
22927,intel,34,0
22928,copacabana,6,0
22930,mossad,6,0
22931,serendipity,9,0
22932,incredulous,7,0
22933,brepoels,27,0
22934,1001,10,0
22935,hegyi,36,0
22936,carlow,7,0
22937,deß,20,0
22938,reproducible,7,0
22939,manic,8,0
22940,puberty,58,0
22941,anti - secession,14,0
22942,40th,7,0
22943,fortieth,9,0
22944,horáček,13,0
22945,catholicism,6,0
22946,indochina,6,0
22947,cheam,8,0
22948,channy,6,0
22949,poch,7,0
22950,bt,14,0
22951,pascual,27,0
22952,ferrero waldner,5,0
22953,eutelsat,23,0
22954,wiesbaden,11,0
22956,reul,91,0
22957,zeppelin,6,0
22958,buttress,5,0
22959,sweeney,17,0
22960,demetriou,25,0
22961,aetr,17,0
22962,nattrass,12,0
22963,i2010,18,0
22964,lazarus,12,0
22965,schematic,8,0
22966,semiconductor,43,0
22967,trigeneration,5,0
22968,cornelia,6,0
22969,toluene,5,0
22970,mladić,43,0
22971,sitcen,13,0
22972,co,16,0
22973,eco - efficient,9,0
22974,etap,13,0
22975,couso,11,0
22976,taras,7,0
22977,tara,7,0
22978,ayoub,5,0
22979,vélizy,7,0
22980,connecticut,42,0
22982,innovia,6,0
22983,kansas,61,0
22984,bridgwater,5,0
22985,protasiewicz,18,0
22986,newspeak,5,0
22987,krahmer,63,0
22988,recoverability,5,0
22989,sifunakis,38,0
22990,corticosteroid,5,0
22991,murko,14,0
22992,chopin,24,0
22993,steinbeck,6,0
22994,trüpel,57,0
22995,embroidery,9,0
22996,multig-mspecy,5,0
22997,freitas,51,0
22998,ess,8,0
23000,alentejo,9,0
23001,inhospitable,15,0
23002,408,12,0
23003,romagnoli,28,0
23004,handzlik,19,0
23005,coveney,50,0
23006,pygmy,15,0
23007,lety,7,0
23008,1942,16,0
23010,mohácsi,15,0
23011,bauer,136,0
23012,roszkowski,11,0
23013,nkvd,5,0
23014,ryder,10,0
23015,cabrnoch,9,0
23016,harkin,105,0
23017,soros,21,0
23018,henrik,12,0
23019,mosquito,183,0
23020,mosquitoe,124,0
23021,furan,7,0
23022,penguin,160,0
23023,chloride,11,0
23024,skride,5,0
23025,bach,39,0
23026,latsis,12,0
23027,o'neill,9,0
23028,paula,19,0
23029,premeditation,6,0
23030,conspirator,8,0
23031,abdominal,15,0
23032,ph,39,0
23034,ertms,44,0
23035,ertm,76,0
23036,peneda,51,0
23037,apricot,5,0
23038,disaggregate,9,0
23039,rochelle,12,0
23040,lux,20,0
23041,riding,6,0
23042,smaghi,14,0
23043,lambsdorff,92,0
23044,raspberry,17,0
23045,rhubarb,5,0
23047,juba,12,0
23048,1593,6,0
23049,bishkek,15,0
23050,blum,6,0
23051,1927,8,0
23052,nyrup,16,0
23053,pinior,14,0
23054,yad,13,0
23055,vashem,13,0
23056,sophie,41,0
23057,scholl,5,0
23058,krzysztof,5,0
23059,donne,5,0
23060,zita,25,0
23061,pleštinská,22,0
23062,bloodily,5,0
23063,pazar,6,0
23064,1778,6,0
23065,ajello,29,0
23066,antici,5,0
23067,xilai,7,0
23068,benedict,32,0
23069,calabuig,12,0
23070,rull,11,0
23071,helga,11,0
23073,rioja,13,0
23075,winnie,9,0
23076,redemption,38,0
23077,markelov,8,0
23078,bamboo,57,0
23079,eurussia,5,0
23081,ramzan,5,0
23082,gál,21,0
23083,ms gál,7,0
23084,selfdetermination,12,0
23085,machismo,7,0
23086,1871,8,0
23087,britta thomsen,7,0
23088,evaluator,12,0
23089,thomsen,44,0
23090,securitisation,56,0
23091,thuringia,7,0
23092,inorganic,23,0
23093,poli bortone,6,0
23094,lollipop,7,0
23095,selfregulation,7,0
23096,börse,6,0
23097,euronext,14,0
23098,lse,7,0
23099,mato,19,0
23100,adrover,14,0
23101,yáñez,5,0
23102,leishmaniasis,6,0
23103,gleneagles,51,0
23104,temerin,8,0
23105,kasza,8,0
23106,foreman,8,0
23107,statkevich,6,0
23108,leichtfried,46,0
23109,laperrouze,113,0
23110,olefin,6,0
23111,ceyhan,5,0
23112,yamal,8,0
23113,friedmann,25,0
23114,busuttil,91,0
23115,salinas,16,0
23116,reinsurer,9,0
23117,eafrd,57,0
23118,55 000,7,0
23119,lambrinidis,72,0
23120,argus,5,0
23121,jerzy,29,0
23122,semtex,6,0
23123,cbrn,52,0
23124,consuegra,47,0
23125,b2b,5,0
23126,890,6,0
23127,gaubert,54,0
23128,metastasis,9,0
23129,metastase,14,0
23130,bladder,44,0
23131,reconnect,26,0
23132,kraken,5,0
23133,af,22,0
23135,goudin,16,0
23136,boutros,6,0
23137,perfectionism,39,0
23138,andijan,36,0
23139,fergana,5,0
23140,khanate,5,0
23141,tahrir,40,0
23142,egitim,5,0
23143,hennicot,5,0
23144,lemonade,18,0
23145,1467 / 97,11,0
23146,lisbonisation,5,0
23147,adamos,10,0
23148,reprotoxic,6,0
23149,pathologist,17,0
23150,gfcm,72,0
23151,evros,11,0
23152,őry,72,0
23153,philanthropist,32,0
23154,telemedicine,22,0
23155,öry,7,0
23156,falbr,19,0
23157,picket,9,0
23158,grosso,7,0
23159,huseynov,7,0
23160,785,21,0
23161,triumphalism,6,0
23162,urbanism,18,0
23163,hibernation,8,0
23164,sang,6,0
23165,traction,7,0
23166,swann,10,0
23167,cognitive,146,0
23170,tate,8,0
23171,lyle,5,0
23172,monks,6,0
23174,redwood,27,0
23175,mathematically,44,0
23176,hillary,45,0
23177,1591,5,0
23178,duchoň,8,0
23179,filip,13,0
23180,adwent,12,0
23181,benn,19,0
23182,geldof,9,0
23183,akbar,18,0
23184,ganji,13,0
23185,ferenc,11,0
23186,gyurcsány,22,0
23187,0 . 05,5,0
23188,linoleum,5,0
23189,proprietary,5,0
23190,367,6,0
23191,jihadism,8,0
23192,interconnectivity,11,0
23193,rené,11,0
23194,olbrycht,19,0
23195,egtc,27,0
23196,non - contractual,23,0
23197,bozkurt,56,0
23198,eupol,34,0
23199,cusp,5,0
23200,karadžić,12,0
23201,slavonia,7,0
23202,mummy,13,0
23203,mentoring,13,0
23204,tutoring,11,0
23205,tutore,5,0
23206,ibrisagic,15,0
23207,jody,10,0
23208,debut,11,0
23209,fra,5,0
23210,mastercard,22,0
23211,posada,7,0
23212,caracas,22,0
23213,caraca,7,0
23214,transcontinental,10,0
23215,flegt,53,0
23216,hector,6,0
23218,olli,44,0
23220,verespatak,6,0
23221,tokia,5,0
23222,saïfi,53,0
23223,lancashire,8,0
23225,anti - subsidy,18,0
23226,zingaretti,22,0
23228,duarte,8,0
23229,methodist,8,0
23230,waitress,20,0
23231,loon,5,0
23232,pamuk,23,0
23234,iturgaiz,28,0
23235,331,10,0
23239,citibank,6,0
23240,guerreiro,39,0
23241,tokaj,5,0
23242,tatra,9,0
23243,puma,5,0
23244,nagy,12,0
23245,dundalk,6,0
23247,emile,10,0
23248,6 .,170,0
23249,gnss,106,0
23250,gn,12,0
23251,8 .,149,0
23252,kusstatscher,12,0
23253,ultraviolet,60,0
23254,haired,9,0
23255,stratified,5,0
23256,bio - gelatine,5,0
23257,malware,20,0
23258,vakalis,21,0
23259,chertoff,9,0
23260,adhd,23,0
23261,oliver,48,0
23262,2c,10,0
23263,ashton,1238,0
23264,clarke,80,0
23265,bedouin,13,0
23266,noor,18,0
23267,natanz,8,0
23268,mölzer,26,0
23269,agritourism,5,0
23270,episodic,6,0
23271,deutsch,40,0
23272,voyager,22,0
23273,bangalore,35,0
23274,egeland,8,0
23275,chlamydia,6,0
23276,krupa,9,0
23277,menstruation,40,0
23278,kartika,7,0
23279,liotard,46,0
23280,fibromyalgia,13,0
23281,pagan,7,0
23282,pagano,15,0
23283,coronary,31,0
23284,conversational,10,0
23285,diphtheria,6,0
23286,insulin,85,0
23287,massif,8,0
23288,morbidity,12,0
23289,shi,10,0
23290,yahoo,30,0
23291,zhang,5,0
23292,nan,5,0
23293,homsi,5,0
23294,hasan,7,0
23295,cindy,7,0
23296,hewlett,5,0
23297,emin,7,0
23298,301,88,0
23299,jp,5,0
23300,super - safe,8,0
23301,howl,5,0
23302,semi - generic,11,0
23303,oiv,7,0
23304,burgundy,8,0
23305,drinker,6,0
23306,chardonnay,6,0
23307,guellec,67,0
23308,multilevel,6,0
23309,multi - level,48,0
23310,exeter,8,0
23311,beaupuy,61,0
23312,mazowsze,6,0
23313,improbability,5,0
23314,261 / 2004,12,0
23315,pafilis,11,0
23316,faa,7,0
23317,helios,26,0
23318,helium,67,0
23319,helio,16,0
23320,gala,6,0
23321,penrose,6,0
23322,karlsbad,9,0
23323,wafer,7,0
23324,olmützer,8,0
23325,quargel,8,0
23326,parker,29,0
23328,goodman,7,0
23329,heineken,18,0
23330,zloty,7,0
23331,novelist,32,0
23332,yilmaz,12,0
23333,catacomb,7,0
23334,jaslovské,14,0
23335,decarbonisation,10,0
23336,heretical,10,0
23337,galvanize,5,0
23338,eliasson,11,0
23339,millán,36,0
23340,suffix,6,0
23341,preševo,6,0
23342,eide,9,0
23343,locus,6,0
23344,welle,12,0
23346,andris,12,0
23347,platelet,5,0
23348,zara,12,0
23349,retex,21,0
23350,zip,9,0
23351,nixon,52,0
23352,fidesz,32,0
23353,abbou,5,0
23354,salafist,5,0
23355,austere,14,0
23356,stan,11,0
23357,―,46,0
23358,frontex,1058,0
23359,hobbes,12,0
23360,tijuana,14,0
23361,abdolfattah,6,0
23362,soltani,9,0
23366,tamiflu,28,0
23367,inhibitor,10,0
23369,brady,5,0
23370,mikolášik,48,0
23371,félix,5,0
23372,nyerere,35,0
23373,konaré,8,0
23374,chmielewski,9,0
23375,symbiotic,20,0
23376,communion,15,0
23377,affective,11,0
23378,caliphate,8,0
23379,kaczyński,38,0
23382,mikko,27,0
23383,avril,19,0
23384,hcfc,29,0
23385,gwp,8,0
23386,mac,53,0
23387,ici,21,0
23388,vaxholm,22,0
23389,laval,99,0
23390,recombination,10,0
23393,ornithologist,5,0
23394,hidalgo,10,0
23395,stoic,17,0
23397,christensen,23,0
23398,hampton,124,0
23399,weil,9,0
23400,lehideux,12,0
23401,kamall,54,0
23402,prüm,75,0
23403,rtd,13,0
23404,post - bonn,6,0
23405,malalai,6,0
23406,wolesi,6,0
23407,yap,8,0
23408,browne,16,0
23410,morin,7,0
23411,khomeini,13,0
23412,campania,194,0
23413,sapien,35,0
23414,sapiens,18,0
23415,armpit,17,0
23416,tracy,21,0
23417,aminatou,10,0
23418,haidar,21,0
23419,404,15,0
23421,looter,10,0
23422,brejc,37,0
23423,marty,67,0
23424,ieke,5,0
23425,ceiop,8,0
23426,minig-mmarket,7,0
23427,rm,38,0
23428,sargasso,8,0
23429,sargassum,11,0
23430,chruszcz,5,0
23431,pre - registration,16,0
23432,pred-eregistration,6,0
23433,herczog,96,0
23434,osor,11,0
23435,foglietta,31,0
23436,244,5,0
23437,257,5,0
23438,261,6,0
23439,352,13,0
23440,confetti,7,0
23442,vladimír,11,0
23443,eujust,9,0
23444,talabani,6,0
23445,inflammation,38,0
23446,swelling,12,0
23447,dounreay,27,0
23448,zheng,5,0
23449,badger,5,0
23450,burrow,5,0
23451,fjellner,85,0
23452,wmd,10,0
23453,johnston,61,0
23454,carbonate,23,0
23455,silicate,5,0
23456,bronchial,5,0
23457,amish,6,0
23459,imposter,8,0
23460,mikuláš,14,0
23461,pearson,7,0
23462,cao,10,0
23463,leninist,5,0
23464,berry,13,0
23465,aristophane,7,0
23466,aristophanes,5,0
23467,susa,6,0
23468,sulfonate,9,0
23469,ledra,6,0
23470,berman,49,0
23471,teleological,5,0
23472,4056 / 86,14,0
23473,maersk,6,0
23474,whittaker,6,0
23475,grasser,10,0
23476,limousine,11,0
23477,beňová,12,0
23478,šťastný,6,0
23479,matthias,7,0
23480,mauthausen,7,0
23481,bachelot,14,0
23482,screwdriver,8,0
23485,svoboda,6,0
23486,cizelj,33,0
23487,bersani,15,0
23488,kinga,9,0
23489,göncz,33,0
23490,328,8,0
23491,gchq,8,0
23492,hotmail,9,0
23493,hauwa,5,0
23494,miriam,7,0
23495,kneel,15,0
23496,kneld,7,0
23497,1759,5,0
23498,visceral,50,0
23499,khaled,12,0
23500,masri,9,0
23501,interrogator,16,0
23502,kalfin,29,0
23503,ungureanu,17,0
23504,gorbach,8,0
23505,molitor,49,0
23506,invisibility,37,0
23507,femme,9,0
23508,451,9,0
23509,8,17,0
23510,prešov,6,0
23511,drepung,5,0
23512,yeti,5,0
23513,platon,18,0
23514,nizhny,18,0
23515,novgorod,22,0
23516,pomerania,5,0
23517,liberadzki,42,0
23518,bisexual,61,0
23519,bloodline,11,0
23520,lineage,24,0
23521,−,37,0
23522,riera,22,0
23523,madurell,29,0
23524,1824,5,0
23525,levitin,5,0
23526,pickpocket,5,0
23527,nabucco,392,0
23528,lng,25,0
23529,bartenstein,27,0
23530,783,5,0
23531,seehofer,6,0
23532,procrastinate,8,0
23533,chicory,15,0
23534,roithová,43,0
23535,1890,21,0
23536,pigeonhole,7,0
23537,locker,11,0
23538,albrecht,12,0
23539,ulmer,9,0
23540,olmert,50,0
23541,livni,13,0
23542,amir,7,0
23543,bleach,5,0
23544,northampton,8,0
23545,daventry,10,0
23546,bachelet,8,0
23547,tupac,5,0
23548,kem,5,0
23549,pa,14,0
23550,geringer,33,0
23551,oedenberg,30,0
23552,steinmeier,26,0
23553,plassnik,28,0
23554,pore,25,0
23555,amadeus,7,0
23556,feminicide,30,0
23557,1830,10,0
23558,dewey,10,0
23559,griesbeck,20,0
23560,vodafone,9,0
23561,kuzniecov,5,0
23562,thijs,9,0
23563,nuttall,11,0
23564,mickey,18,0
23565,sonata,8,0
23566,speck,5,0
23567,584,6,0
23568,welding,5,0
23569,gebhard,5,0
23570,dentistry,12,0
23571,flexicurity,295,0
23572,scorpion,20,0
23574,tuomioja,19,0
23575,hannah,23,0
23576,oic,13,0
23577,cantonal,6,0
23578,milinkevich,79,0
23579,micronutrient,8,0
23581,castiglione,32,0
23582,ethnological,6,0
23583,cottigny,35,0
23584,hp,20,0
23585,kozulin,11,0
23586,milinkievich,9,0
23587,ibar,5,0
23588,ing,6,0
23590,tamara,9,0
23591,flasarová,6,0
23593,neuronal,13,0
23595,placental,7,0
23596,instrumentation,5,0
23597,almadén,47,0
23598,filling,8,0
23599,ignasi,10,0
23600,rfid,20,0
23601,edison,34,0
23602,iconoclastic,6,0
23603,9 .,132,0
23604,allais,14,0
23605,taxud,6,0
23606,norton,8,0
23607,clarks,5,0
23608,gastinger,8,0
23609,vitiate,5,0
23610,robbie,7,0
23611,badia,28,0
23612,cutchet,24,0
23613,vending,24,0
23614,2201 / 2003,5,0
23615,grech,86,0
23616,1605 / 2002,8,0
23617,romero,16,0
23618,braghetto,13,0
23619,gklavakis,13,0
23620,kadima,7,0
23621,eit,219,0
23622,eti,6,0
23623,octane,5,0
23624,eaw,21,0
23625,pathologically,5,0
23626,seb,6,0
23628,o2,8,0
23629,karni,10,0
23630,annotation,6,0
23632,tsg,5,0
23633,curitiba,10,0
23634,salvini,6,0
23635,bogusław,6,0
23636,witold,11,0
23637,andrzej,9,0
23638,acupuncture,13,0
23639,circulatory,27,0
23640,chindia,5,0
23641,e . on,5,0
23642,solvay,5,0
23643,katanga,7,0
23644,13 . 8,8,0
23645,tunne,9,0
23646,kelam,36,0
23647,xxiv,38,0
23648,gurmai,64,0
23650,bert,44,0
23651,litvinenko,30,0
23652,9 . 3,12,0
23653,barrett,5,0
23654,carnegie,37,0
23655,plurilateral,7,0
23657,990,6,0
23658,a8,5,0
23659,citadel,10,0
23660,pröll,5,0
23661,stratospheric,5,0
23662,malthus,8,0
23664,haniyeh,7,0
23665,fm,15,0
23666,bregenz,19,0
23667,mugraby,7,0
23668,siniora,7,0
23670,hypertension,34,0
23671,webster,15,0
23673,molotov,15,0
23674,türk,5,0
23675,dtp,60,0
23676,278,5,0
23677,batman,33,0
23678,macovei,19,0
23679,liebermann,6,0
23680,narcissus,7,0
23681,dornbirn,7,0
23682,recalibrate,5,0
23683,jiří,6,0
23684,tesla,61,0
23685,jeremie,29,0
23686,nils lundgren,15,0
23687,amen,17,0
23689,ebay,48,0
23690,cantonese,5,0
23691,cosmic,102,0
23692,hussain,10,0
23694,belene,9,0
23695,transylvania,38,0
23696,transylvanian,5,0
23697,pirinski,5,0
23698,neurologically,6,0
23699,password,138,0
23700,trans - caspian,6,0
23701,periosteum,5,0
23702,sim,16,0
23703,lg,31,0
23704,hoppenstedt,116,0
23705,wittgenstein,6,0
23707,dceci,16,0
23708,eusf,7,0
23709,namaste,6,0
23710,eelam,11,0
23711,nadu,6,0
23712,flattered,6,0
23713,belang,13,0
23714,monty,8,0
23715,python,12,0
23716,kurnaz,8,0
23717,hamon,17,0
23718,gazelle,9,0
23719,726 / 2004,7,0
23720,ritalin,6,0
23721,fc,6,0
23722,levitation,10,0
23723,1934,10,0
23724,mp3,28,0
23725,sdm,5,0
23726,vergnaud,26,0
23727,gravel,5,0
23728,sirleaf,6,0
23729,621,6,0
23730,405,5,0
23731,coronation,7,0
23732,angulo,12,0
23733,lolita,6,0
23734,tina,23,0
23735,francesca,13,0
23736,expo,20,0
23737,gastrointestinal,11,0
23738,metadata,29,0
23739,podkarpackie,17,0
23740,potentiality,6,0
23741,klosterneuburg,6,0
23742,necrophilia,10,0
23743,sharma,7,0
23744,oli,5,0
23745,amadou,5,0
23746,anti - catholic,6,0
23747,raab,6,0
23748,cramer,19,0
23749,correctional,9,0
23750,proton,50,0
23751,319,6,0
23752,katerina,23,0
23753,gottardi,8,0
23754,claudio,40,0
23755,pia,9,0
23756,panzeri,20,0
23757,pirilli,8,0
23758,gianluca,8,0
23759,tarabella,51,0
23760,riccardo,5,0
23761,veraldi,11,0
23762,vernola,11,0
23763,sepp,5,0
23764,oenological,20,0
23765,shaving,8,0
23766,horta,15,0
23767,dili,11,0
23768,bunni,10,0
23769,suleiman,6,0
23770,kamal,11,0
23771,stillness,7,0
23772,bellinger,8,0
23773,stacy,6,0
23774,julie,29,0
23775,intermission,6,0
23776,sibel,5,0
23777,1925,9,0
23778,actuary,5,0
23779,callum,7,0
23780,cirrus,5,0
23781,stacking,5,0
23782,787,7,0
23784,katyń,10,0
23785,albino,49,0
23786,albinos,8,0
23787,3,7,0
23788,manninen,7,0
23789,transistor,84,0
23790,financialisation,6,0
23792,worn,5,0
23793,bskyb,11,0
23794,setanta,7,0
23795,1868,10,0
23796,1815,6,0
23798,midi,5,0
23799,ulrich,5,0
23800,lahti,160,0
23801,väinämöinen,9,0
23802,lehtomäki,63,0
23803,gilad,82,0
23804,shalit,121,0
23805,ashkelon,7,0
23806,maher,6,0
23807,kendal,7,0
23808,dem,112,0
23809,woo,10,0
23811,whoa,14,0
23812,mombasa,8,0
23813,dini,77,0
23814,slota,8,0
23815,forsmark,9,0
23816,fico,6,0
23817,granite,15,0
23818,imagery,5,0
23819,mani,9,0
23820,bemba,11,0
23821,forrest,16,0
23822,tshisekedi,11,0
23823,darwinism,13,0
23824,sutherland,18,0
23826,1701,30,0
23827,karaoke,7,0
23828,wideroos,5,0
23829,heiligendamm,20,0
23830,noordwijk,20,0
23831,85 / 337,6,0
23832,varosha,25,0
23833,psychotherapy,25,0
23834,cavan,5,0
23835,perinatal,7,0
23836,ethnocide,6,0
23837,dissonant,5,0
23838,sandjak,6,0
23839,multigenerational,8,0
23840,sali berisha,7,0
23841,magnetism,21,0
23842,crackle,5,0
23843,mojca,5,0
23844,drčar,12,0
23845,psychotic,22,0
23846,nirvana,23,0
23847,fdp,37,0
23848,csce,6,0
23849,sinai,33,0
23851,crater,51,0
23852,mousavi,9,0
23853,ankang,9,0
23854,deng,10,0
23855,laogai,9,0
23856,windsor,6,0
23857,popa,9,0
23858,gao,21,0
23859,zhisheng,16,0
23860,campsite,5,0
23861,elam,16,0
23862,hyperinflation,9,0
23863,szájer,73,0
23865,weisgerber,6,0
