,words,amounts,entropies
16817,novgorod,22,0
16818,johnston,50,0
16819,marwan,5,0
16820,barghouti,9,0
16821,vocal,8,0
16822,haniyeh,5,0
16823,alston,5,0
16824,rioter,7,0
16826,islamification,7,0
16827,gaerc,6,0
16829,ehrenhauser,13,0
16830,kaczmarek,27,0
16831,thule,10,0
16832,maldeikis,10,0
16833,janowski,6,0
16834,tentacle,12,0
16835,2023,6,0
16836,222,8,0
16838,40th,12,0
16839,vergnaud,25,0
16840,883 / 2004,32,0
16841,empowering,6,0
16843,sediment,8,0
16844,gastrointestinal,5,0
16845,mud,13,0
16846,pleguezuelos,15,0
16847,aguilar,29,0
16848,esp,8,0
16849,2371 / 2002,7,0
16850,barbados,10,0
16851,symmetrical,8,0
16852,symmetric,8,0
16853,speciale,16,0
16854,padoa,10,0
16855,scaramella,5,0
16858,amr,16,0
16859,fayad,7,0
16861,moussa,17,0
16862,livni,9,0
16863,hardliner,8,0
16864,reuters,9,0
16865,rabin,13,0
16866,hotmail,8,0
16867,116000,7,0
16868,dial,5,0
16869,temerin,5,0
16870,dmitri,8,0
16871,savi,6,0
16872,keynes,11,0
16873,in thrall,5,0
16874,justus,6,0
16875,lipsius,6,0
16876,zahradil,19,0
16877,madeleine,15,0
16878,als,5,0
16879,eom,5,0
16880,inec,6,0
16882,donnici,11,0
16883,occhetto,18,0
16884,tick,5,0
16886,gilgit,5,0
16890,singh,5,0
16891,milinkiewicz,7,0
16892,augustów,18,0
16893,gierek,15,0
16894,cras,37,0
16896,caraca,8,0
16897,televisión,5,0
16898,rctv,9,0
16899,comecon,5,0
16900,chavez,9,0
16901,suleiman,8,0
16902,mir,6,0
16903,sexism,22,0
16904,patriarchy,11,0
16905,abdel,7,0
16907,hybášková,6,0
16908,jody,8,0
16909,g77,6,0
16910,hennis,10,0
16911,fausto,13,0
16912,salinas,14,0
16913,magalhães,9,0
16914,correia,40,0
16916,teaspoon,7,0
16917,slivovice,13,0
16919,undistorted,15,0
16920,pulmonary,8,0
16921,2000 / 78 / ec,10,0
16922,neurologist,16,0
16924,beta,6,0
16925,autoimmune,7,0
16926,radicalise,6,0
16928,cctb,7,0
16929,colm,7,0
16930,ibrisagic,13,0
16932,"70 , 000",10,0
16933,bridgetown,5,0
16934,wiesbaden,8,0
16935,emptor,6,0
16936,zloty,5,0
16937,ppm,31,0
16938,oncologist,6,0
16939,alkali,17,0
16941,piano,69,0
16942,chrome,6,0
16943,electrolysis,7,0
16944,dentistry,8,0
16945,electrode,42,0
16946,318,7,0
16947,fiscalis,25,0
16948,dentist,13,0
16949,bundesrat,5,0
16950,pathologically,5,0
16951,5 . 3,6,0
16953,2006 / 112 / ec,6,0
16954,andorra,23,0
16955,agustín,6,0
16956,vălean,34,0
16957,grabowska,41,0
16958,wilders,14,0
16959,dolceta,9,0
16960,ballerina,5,0
16961,sola,5,0
16962,raúl,9,0
16964,gambari,14,0
16965,triumphalism,5,0
16966,cube,51,0
16967,sócrates,66,0
16968,jeanine,9,0
16969,coronary,8,0
16970,defibrillator,9,0
16972,catchy,5,0
16973,325,21,0
16974,séralini,8,0
16975,polio,46,0
16976,vegetarian,6,0
16977,screw,10,0
16978,ulmer,7,0
16979,cyberattack,12,0
16980,490,11,0
16981,nikolaos,6,0
16983,genowefa,7,0
16984,corrigenda,10,0
16987,co - modality,14,0
16988,comodality,5,0
16989,arūnas,5,0
16990,degutis,24,0
16991,hahn,74,0
16992,etelka,5,0
16993,satu,7,0
16994,kusstatscher,8,0
16995,ipr,8,0
16996,lick,5,0
16997,g4,5,0
16998,mystical,7,0
16999,indelible,7,0
17000,bric,20,0
17001,pires,9,0
17002,lobo,30,0
17003,antunes,36,0
17004,kic,21,0
17005,hamon,16,0
17006,anti - inflationary,6,0
17007,karni,5,0
17008,assisi,10,0
17009,crusader,7,0
17010,kerem,8,0
17011,shalom,9,0
17012,gianluca,8,0
17013,zsolt,5,0
17015,geringer,30,0
17016,oedenberg,25,0
17017,afet,5,0
17018,rogalski,5,0
17019,1932,17,0
17020,europeaid,8,0
17021,thich,6,0
17022,4 . 20,6,0
17023,ro,1641,0
17024,adrian,17,0
17025,popa,7,0
17026,peloponnese,6,0
17027,georgios,5,0
17028,arson,9,0
17029,dura,5,0
17030,09 . 00,6,0
17031,9:00,9,0
17032,mattel,39,0
17033,bulfon,6,0
17034,slipway,5,0
17035,wałęsa,19,0
17036,mrs schaldemose,16,0
17037,schaldemose,13,0
17038,cavaco,8,0
17039,mendonça,5,0
17040,sub - heading,6,0
17041,10 . 3,5,0
17042,bogusław,10,0
17043,liberadzki,41,0
17044,inés,13,0
17045,safeseanet,5,0
17046,megaliner,5,0
17048,oblivion,8,0
17049,nico,5,0
17050,cirrhosis,5,0
17051,adhd,8,0
17052,asperger,9,0
17053,agri,8,0
17055,imam,5,0
17056,sitcen,8,0
17057,lourdes,13,0
17058,fontainebleau,12,0
17060,securitisation,61,0
17061,cesr,14,0
17062,mastella,7,0
17063,iosco,7,0
17064,usury,5,0
17065,usura,8,0
17066,bride,11,0
17067,financialisation,10,0
17068,reykjavík,6,0
17069,mafra,7,0
17070,peipsi,8,0
17071,compass,28,0
17073,schwarzenberg,18,0
17074,msy,36,0
17075,mba,5,0
17076,adaptive,18,0
17077,košice,5,0
17078,eternity,15,0
17079,cfr,46,0
17080,zatloukal,7,0
17081,descamps,8,0
17082,wreath,6,0
17083,beneš,32,0
17084,conflagration,9,0
17085,valea,7,0
17086,mrs thomsen,9,0
17087,thomsen,47,0
17088,britta,8,0
17089,insulating,8,0
17090,geopolitically,7,0
17091,8,12,0
17092,retroactivity,7,0
17093,chicory,13,0
17095,informational,9,0
17096,são,5,0
17097,disreputable,5,0
17098,allergen,12,0
17099,voyager,5,0
17100,elbow,22,0
17101,olbrycht,11,0
17102,civita,5,0
17103,civitas,7,0
17104,falconer,54,0
17105,mrs ţicău,27,0
17106,ţicău,27,0
17108,pasteur,6,0
17109,los,12,0
17110,leo,18,0
17111,kissinger,22,0
17112,anti - russian,8,0
17113,aartsen,7,0
17114,ashgabat,5,0
17115,agrofuel,6,0
17116,granddaughter,14,0
17117,topolánek,93,0
17118,janez,19,0
17119,gruber,18,0
17120,crate,13,0
17121,bamako,5,0
17122,rescuer,9,0
17123,ceterum,11,0
17124,hera,7,0
17125,bowl,32,0
17126,baba,5,0
17127,sant,5,0
17129,barbie,8,0
17131,sancho,6,0
17132,kerchove,8,0
17133,ufo,5,0
17134,unamid,7,0
17135,konaré,6,0
17136,1778,6,0
17137,minurcat,16,0
17138,gsa,5,0
17139,lajčák,15,0
17141,octa,5,0
17142,severin,80,0
17143,lasse,10,0
17144,librarian,5,0
17145,tuition,7,0
17146,roberta,13,0
17147,zita,24,0
17148,gurmai,64,0
17149,dy,18,0
17150,dyslexia,32,0
17151,sean,8,0
17152,perceptual,13,0
17154,irresistible,12,0
17155,ioannina,11,0
17156,termite,10,0
17157,tommaso,7,0
17158,prophetic,9,0
17159,prescient,5,0
17160,solidarność,19,0
17161,joão,11,0
17162,deus,13,0
17163,736,17,0
17164,manzella,33,0
17165,ross,16,0
17166,sniper,11,0
17167,eez,12,0
17168,feminicide,21,0
17169,stab,8,0
17170,ham,12,0
17171,jorgo,7,0
17172,harkin,101,0
17173,cesar,12,0
17174,cristian,18,0
17175,dumitrescu,5,0
17176,saïd,7,0
17177,inexperience,5,0
17178,borys,14,0
17179,chikungunya,8,0
17180,irena,14,0
17181,grenelle,10,0
17182,atrazine,17,0
17183,91 / 414,5,0
17184,unscientific,7,0
17185,cc,68,0
17186,vattenfall,11,0
17187,knecht,5,0
17188,extra - parliamentary,5,0
17189,751,19,0
17190,murdoch,12,0
17191,emsa,36,0
17192,hoover,7,0
17193,mac,13,0
17194,sub - question,5,0
17195,gdf,7,0
17196,tripod,6,0
17197,liam,10,0
17198,snus,5,0
17199,castex,46,0
17200,ecvet,22,0
17201,dtp,60,0
17202,andris,10,0
17204,fissure,5,0
17205,venus,5,0
17206,lugovoi,6,0
17207,eusf,7,0
17208,biomethane,5,0
17209,mladić,35,0
17210,karadžić,5,0
17211,scorpion,5,0
17212,ratko,18,0
17213,naughty,7,0
17214,tadić,8,0
17215,marian,29,0
17216,mccann,7,0
17217,anastase,10,0
17219,jha,10,0
17220,guerrero,13,0
17221,painkiller,12,0
17222,morphine,16,0
17223,opiate,9,0
17224,tatarella,19,0
17225,rivera,16,0
17226,2a,7,0
17227,edps,8,0
17228,edp,8,0
17229,salih,28,0
17230,752,6,0
17231,996,5,0
17232,sikh,10,0
17233,haskanita,9,0
17234,haroun,6,0
17235,danuta,12,0
17237,vascular,6,0
17238,dyslexic,6,0
17239,tomaszewska,6,0
17240,romana,7,0
17241,cizelj,30,0
17243,2000 / 43 / ec,5,0
17244,marinescu,65,0
17245,messaggero,5,0
17246,clumsily,5,0
17247,immovable,6,0
17248,substrate,9,0
17249,nicholas stern,5,0
17250,aerodynamic,8,0
17253,idriss,6,0
17254,déby,26,0
17255,antiviral,8,0
17256,czechoslovakia,24,0
17257,transylvania,28,0
17258,transylvanian,6,0
17259,canoe,8,0
17260,jennifer,10,0
17261,jenipher,9,0
17262,đelić,5,0
17263,eurosur,20,0
17264,jugendamt,11,0
17265,eiffel,5,0
17266,tectonic,11,0
17267,isaak,42,0
17268,ocha,6,0
17269,saul,10,0
17270,tata,9,0
17271,mittal,6,0
17272,toussas,5,0
17275,ridge,6,0
17276,420,16,0
17277,raimon,5,0
17278,polfer,16,0
17279,tymoshenko,52,0
17280,braghetto,11,0
17281,alexandru,7,0
17282,itunes,13,0
17283,sony,9,0
17284,zbigniew,11,0
17286,kazemi,22,0
17287,tusk,12,0
17288,albino,13,0
17289,fredrik,10,0
17290,reinfeldt,123,0
17291,881 / 2004,7,0
17292,cross - acceptance,6,0
17293,readability,5,0
17294,sncb,11,0
17295,ignasi,6,0
17296,harald,14,0
17297,rømer,5,0
17298,ayral,8,0
17299,materiality,10,0
17300,engwirda,11,0
17301,aristocracy,14,0
17302,mose,14,0
17303,christianophobia,7,0
17304,ps,9,0
17305,psd,16,0
17306,mermaid,10,0
17307,victoria,5,0
17308,csibi,8,0
17309,sógor,9,0
17310,tőkés,37,0
17311,sticker,17,0
17312,adhesive,5,0
17313,krzysztof,5,0
17314,iotova,15,0
17315,heineken,7,0
17316,gianni,7,0
17317,eniac,5,0
17318,jebel,5,0
17319,zeng,11,0
17320,jinyan,11,0
17321,jia,52,0
17322,imi,8,0
17323,bronchitis,5,0
17324,Jan-08,7,0
17325,9 . 3,14,0
17326,1789,9,0
17327,bangalore,6,0
17329,unece,8,0
17330,eni,7,0
17331,rainwater,5,0
17332,"1 , 800",7,0
17333,imc,6,0
17334,lid,10,0
17335,alexandre,7,0
17336,conceptually,5,0
17338,adriana,11,0
17339,fermentation,8,0
17340,misogyny,6,0
17342,vigenin,18,0
17343,vernola,14,0
17344,efdi,7,0
17345,greedy,9,0
17346,libe,21,0
17347,elisa,8,0
17348,eugenijus,7,0
17349,wen,5,0
17350,heretics,9,0
17351,heretical,6,0
17352,gnss,96,0
17353,gn,12,0
17354,quinn,28,0
17355,anti - national,8,0
17357,vu,6,0
17358,muammar,5,0
17359,viking,27,0
17360,badr,5,0
17361,hassoun,5,0
17362,limousine,7,0
17363,gottardi,7,0
17364,852 / 2004,6,0
17365,willmott,16,0
17366,panzeri,19,0
17367,kaaba,6,0
17368,campania,152,0
17369,özdemir,22,0
17370,nasal,7,0
17371,vhi,9,0
17372,astronomy,29,0
17373,9 . 2,5,0
17374,luca,6,0
17375,ulrich,6,0
17376,janša,42,0
17377,serge,7,0
17378,epitome,5,0
17379,ace,9,0
17380,pactio,33,0
17381,headscarve,6,0
17382,kibaki,31,0
17383,odinga,11,0
17384,lenarčič,29,0
17385,helmand,5,0
17386,viktória,5,0
17387,vladimír,12,0
17388,hammarberg,5,0
17389,1905,6,0
17390,underwear,12,0
17391,igf,9,0
17392,rfid,10,0
17393,kenneth,8,0
17394,turkestan,22,0
17395,cao,7,0
17396,wired,17,0
17397,microalgae,7,0
17398,over - accumulation,8,0
17399,olisipiensis,24,0
17400,censenda,23,0
17401,saeed,6,0
17402,jalili,12,0
17403,pmoi,12,0
17404,rouček,21,0
17405,sinai,10,0
17406,intestinal,6,0
17407,vizjak,6,0
17408,boer,6,0
17409,photosynthesis,15,0
17410,yasaki,5,0
17411,saltano,5,0
17412,lufthansa,8,0
17413,české,7,0
17414,robert fico,5,0
17415,fiona,11,0
17416,lukewarm,7,0
17417,homo,51,0
17419,sapiens,10,0
17420,lövin,5,0
17421,biscay,17,0
17422,egtc,20,0
17423,over - reliance,12,0
17424,frança,28,0
17425,andrzej,8,0
17426,eulex,90,0
17427,pieter,5,0
17428,feith,7,0
17429,witold,11,0
17430,ankle,10,0
17431,515 / 97,5,0
17432,imco,19,0
17433,apologia,6,0
17434,2913 / 92,5,0
17435,1913,7,0
17436,av,11,0
17437,auditorium,5,0
17438,starkevičiūtė,10,0
17439,ontological,6,0
17440,starkevičiūt,5,0
17441,9 . 9,11,0
17442,telekom,6,0
17443,2 . 0,7,0
17444,rosemary,11,0
17445,1908,7,0
17446,elitism,6,0
17447,cervantes,5,0
17448,rupel,15,0
17449,dimitar,6,0
17450,stoyanov,19,0
17452,oic,6,0
17453,sampaio,6,0
17454,rocky,8,0
17455,fassino,12,0
17457,housewife,7,0
17458,humanize,5,0
17459,demographer,5,0
17460,subnational,5,0
17462,onyszkiewicz,23,0
17463,horta,13,0
17464,belsat,18,0
17465,gacek,15,0
17466,nkunda,21,0
17467,sergeant,11,0
17468,yitzhak,8,0
17470,dharamsala,6,0
17471,51st,5,0
17472,doubleclick,6,0
17473,ip,12,0
17474,yahoo,18,0
17475,rupert,7,0
17476,facebook,298,0
17477,gel,6,0
17478,ashworth,24,0
17479,darwinism,9,0
17480,leicester,6,0
17481,1234 / 2007,12,0
17482,campus,19,0
17483,2080,10,0
17484,crd,11,0
17485,cacophony,14,0
17486,86 / 613 / eec,7,0
17487,uppsala,7,0
17488,515,8,0
17489,contour,8,0
17490,unilever,44,0
17491,lester,21,0
17492,lesterland,9,0
17493,interprofessional,6,0
17494,rompuy,317,0
17495,vítor,6,0
17496,caldeira,45,0
17497,luc,7,0
17498,keller,24,0
17499,"3 , 500",6,0
17500,eujust,5,0
17501,mladenov,18,0
17502,wassenaar,11,0
17503,n'djamena,7,0
17504,lol,19,0
17505,mahamat,5,0
17506,saleh,26,0
17507,aal,10,0
17508,dexterity,7,0
17509,digitally,25,0
17510,359,7,0
17512,gertrude,6,0
17513,arap,10,0
17514,natalya,8,0
17515,gazeta,6,0
17516,yevgeny,9,0
17517,kadyrov,7,0
17518,perwiz,13,0
17519,kambakhsh,17,0
17520,pachauri,10,0
17521,tempest,7,0
17522,gruevski,13,0
17523,mara,5,0
17524,mlynky,5,0
17525,christofias,5,0
17526,oncology,9,0
17527,prostate,14,0
17528,jeleva,13,0
17530,22a,5,0
17531,aesthetically,5,0
17532,7 . 2,16,0
17533,paganini,5,0
17534,csango,6,0
17535,rajendra,7,0
17536,clive,6,0
17537,ferguson,7,0
17538,venetian,5,0
17539,998 / 2003,6,0
17540,raby,24,0
17541,ltd,6,0
17543,playa,7,0
17544,bakio,5,0
17545,jános,11,0
17546,trujillo,5,0
17547,1911,6,0
17548,skier,9,0
17549,impregnable,5,0
17550,1902,12,0
17551,sociedad,7,0
17552,eca,6,0
17555,immorality,8,0
17556,biochemistry,8,0
17557,ziegler,7,0
17558,silo,8,0
17559,gallop,6,0
17560,jupiter,22,0
17561,zeus,5,0
17562,lubricate,5,0
17563,rüffert,37,0
17564,monks,7,0
17565,gomez,7,0
17566,paraplegic,7,0
17567,esta,10,0
17568,transformational,5,0
17569,janus,5,0
17570,fdi,21,0
17571,anti - government,11,0
17572,mailbox,5,0
17573,iconet,8,0
17574,amphibian,6,0
17576,feudal,5,0
17577,gcc,69,0
17578,costume,6,0
17579,iascf,10,0
17580,xbrl,8,0
17581,mango,9,0
17583,baramidze,7,0
17584,paratrooper,7,0
17585,hibernation,5,0
17588,hartmut,8,0
17589,594,14,0
17590,hydrothermal,6,0
17591,schematic,7,0
17592,armstrong,14,0
17593,geiger,5,0
17594,grasshopper,5,0
17595,locust,6,0
17596,galaţi,5,0
17597,subdivision,5,0
17598,małopolska,8,0
17599,circulatory,12,0
17600,roşia,13,0
17601,montană,9,0
17602,symbiotic,8,0
17603,bipartisan,7,0
17606,bairbre,9,0
17607,agnostic,18,0
17608,mrs dahl,5,0
17609,frantically,8,0
17610,metin,5,0
17611,kazak,10,0
17613,sox,7,0
17614,plutocrat,15,0
17615,mr holm,7,0
17616,archaeology,7,0
17617,deformation,5,0
17618,futuristic,7,0
17619,powerpoint,17,0
17620,mss,11,0
17621,itu,8,0
17622,mhz,26,0
17624,manhood,10,0
17625,oregon,11,0
17626,1850,10,0
17627,simulator,6,0
17628,bosporus,5,0
17629,çiller,5,0
17631,alexis,9,0
17632,billingham,11,0
17633,crucify,6,0
17634,gábor,5,0
17635,harangozó,16,0
17637,autistic,24,0
17638,carolina,42,0
17639,pre - registration,18,0
17640,pred-eregistration,6,0
17641,mum,16,0
17642,mama,20,0
17643,mommy,16,0
17644,lehideux,11,0
17645,abyei,51,0
17646,surfer,6,0
17648,trianon,5,0
17649,envi,5,0
17651,mff,91,0
17652,reef,10,0
17653,ecurie,5,0
17654,solo,5,0
17655,haccp,37,0
17656,krško,13,0
17657,Mar-08,7,0
17658,veraldi,10,0
17659,greco,8,0
17660,fibromyalgia,6,0
17661,necrophilia,6,0
17662,varroa,9,0
17664,microm-eregion,11,0
17665,territorially,6,0
17666,petre,13,0
17667,handshake,11,0
17668,koruna,5,0
17669,joanna,5,0
17670,meroni,6,0
17671,paparizov,15,0
17672,seafood,6,0
17673,amt,7,0
17674,"8 , 000",18,0
17675,cowen,8,0
17676,brecht,6,0
17677,tablecloth,5,0
17678,libertas,5,0
17679,mirek,14,0
17680,vancouver,28,0
17681,vladivostok,10,0
17682,enigma,8,0
17683,perestroika,5,0
17684,svoboda,5,0
17685,ernst,23,0
17686,mariann,9,0
17687,pribetich,7,0
17688,63rd,8,0
17689,amisom,7,0
17690,jouyet,147,0
17691,mehrin,5,0
17692,fujitsu,5,0
17693,northrop,9,0
17694,grumman,8,0
17695,ioana,8,0
17696,maroni,35,0
17697,lafontaine,26,0
17698,silvia,18,0
17699,pervez,5,0
17700,"23 , 000",8,0
17701,airbaltic,6,0
17702,pilar,17,0
17703,thermodynamics,8,0
17704,dati,37,0
17705,op,8,0
17706,csd,9,0
17707,indexing,5,0
17708,emine,10,0
17709,raeva,7,0
17710,ntdtv,11,0
17711,euronest,41,0
17712,hamouri,5,0
17713,dynamite,5,0
17714,ping,5,0
17715,cain,11,0
17716,leandro,5,0
17717,helios,15,0
17718,helio,11,0
17720,justness,5,0
17721,hortefeux,20,0
17722,roland,6,0
17723,mckinsey,5,0
17724,pantheon,12,0
17726,băsescu,27,0
17727,pilecki,12,0
17728,sylvia,7,0
17729,ejn,9,0
17730,symeou,20,0
17731,crimeat,10,0
17732,sedate,6,0
17733,scoop,7,0
17734,hirsch,26,0
17735,lefrançois,50,0
17736,eurofisc,7,0
17737,2060,16,0
17738,porous,12,0
17739,éric,5,0
17740,woerth,6,0
17741,patrizia,7,0
17742,2006 / 2004,5,0
17743,besson,7,0
17744,chatel,10,0
17745,skype,21,0
17747,e - health,8,0
17749,proinsias,7,0
17750,jaeger,6,0
17751,anodyne,6,0
17752,anorexia,11,0
17753,surrogate,20,0
17755,ghs,38,0
17756,pictogram,6,0
17757,antibody,15,0
17758,alimentarius,8,0
17759,vertebrate,9,0
17760,lithium,10,0
17761,koppa,12,0
17762,rasff,6,0
17763,ucp,5,0
17764,angelakas,8,0
17765,syed,10,0
17767,iberia,6,0
17768,biomonitoring,5,0
17769,nanoparticle,27,0
17770,nanomaterial,56,0
17771,urine,13,0
17772,bloodless,5,0
17773,supernatural,14,0
17774,conde,12,0
17775,hbos,5,0
17776,paulson,10,0
17777,lehman,44,0
17778,aig,5,0
17779,beatle,6,0
17780,łódź,8,0
17781,michl,5,0
17782,geert,12,0
17783,oda,9,0
17784,bussereau,15,0
17785,rochelle,9,0
17786,ais,5,0
17787,aden,14,0
17789,temperate,13,0
17791,damien,6,0
17792,bihar,14,0
17794,parable,6,0
17795,transcendent,10,0
17796,freddie,5,0
17797,borloo,31,0
17798,dodds,10,0
17799,megabyte,5,0
17800,sandwich,13,0
17801,snack,10,0
17803,efrag,5,0
17805,ni,7,0
17808,playstation,8,0
17809,larosière,16,0
17810,messiah,5,0
17811,fortis,6,0
17812,allais,14,0
17813,martynov,7,0
17814,propolis,5,0
17815,unorthodox,16,0
17816,kardzhali,5,0
17817,202a,5,0
17818,alojz,7,0
17819,ecris,9,0
17820,nomenklatura,8,0
17821,ceb,5,0
17822,coma,10,0
17823,dh,5,0
17824,plankton,15,0
17826,gcca,9,0
17827,ruding,5,0
17828,plasticity,9,0
17829,diouf,6,0
17830,vendée,11,0
17831,waffle,5,0
17832,chemotherapy,32,0
17833,chemo,12,0
17835,kony,6,0
17836,mendel,8,0
17837,morel,9,0
17838,kodori,5,0
17840,orthodoxy,6,0
17842,dowry,7,0
17843,intra - state,6,0
17844,buşoi,31,0
17845,toine,10,0
17846,Jan-09,5,0
17847,digit,6,0
17848,shenzhen,7,0
17850,75th,7,0
17851,collectivisation,6,0
17852,bmi,6,0
17853,zdravkova,14,0
17854,johnny,10,0
17855,inscription,11,0
17856,70th,5,0
17857,jobbik,37,0
17858,sociology,9,0
17859,wilfried,6,0
17860,foll,31,0
17861,ackermann,8,0
17862,maynard,5,0
17863,bait,5,0
17864,mor,8,0
17865,blackberry,10,0
17866,proust,19,0
17867,1073 / 1999,5,0
17868,cndp,14,0
17869,fdlr,16,0
17870,6 . 3,17,0
17871,malu,5,0
17872,kampala,28,0
17873,gmbh,5,0
17874,averroës,6,0
17875,averrom,5,0
17876,aisha,17,0
17877,ivf,5,0
17879,pollinator,27,0
17880,810,6,0
17881,duhulow,11,0
17882,kismayo,5,0
17883,stiglitz,7,0
17884,podimata,50,0
17885,"75 , 000",5,0
17886,temesvár,6,0
17887,ceauşescu,6,0
17888,fides,6,0
17889,søndergaard,29,0
17891,heide,13,0
17892,1083 / 2006,8,0
17893,cosmopolitanism,7,0
17894,2006 / 114 / ec,10,0
17895,7 . 7,5,0
17896,torah,5,0
17897,2035,7,0
17898,yade,19,0
17899,1820,14,0
17900,rama,9,0
17901,jl,8,0
17902,mănescu,18,0
17903,acta,259,0
17904,album,23,0
17905,cynthia,6,0
17906,munashe,5,0
17907,stanislav,6,0
17908,puppy,9,0
17909,futility,10,0
17910,visser,12,0
17911,causality,6,0
17912,860,6,0
17913,329,6,0
17914,tornado,5,0
17915,oskar,8,0
17916,parker,5,0
17917,airworthiness,10,0
17918,lone,7,0
17919,pharmacovigilance,10,0
17922,dcm,36,0
17923,bisphenol,9,0
17924,gravitational,69,0
17925,naftogaz,10,0
17926,charlatan,5,0
17927,hockey,5,0
17928,vondra,70,0
17930,condor,5,0
17931,igad,7,0
17932,atalanta,60,0
17933,narodnaya,5,0
17934,volya,5,0
17935,nasha,5,0
17936,niva,5,0
17937,nutritionist,5,0
17938,bahá'í,10,0
17939,baha'i,5,0
17940,camara,34,0
17941,dadis,9,0
17942,kastler,5,0
17944,braşov,5,0
17945,qimonda,65,0
17946,ceramics,5,0
17947,supergrid,9,0
17948,desertec,46,0
17949,necklace,7,0
17951,excruciating,6,0
17952,wright,5,0
17953,pre - commercial,27,0
17954,playful,11,0
17955,post - cold,5,0
17956,transmutation,7,0
17958,vaidere,5,0
17959,minuk,5,0
17960,sba,32,0
17962,millstream,5,0
17963,dumitriu,12,0
17964,melamine,5,0
17965,rohingya,22,0
17966,personification,5,0
17967,holbrooke,27,0
17968,biden,25,0
17969,ferrerowaldner,6,0
17970,gheorghe,5,0
17971,niculescu,8,0
17972,181a,5,0
17973,eri,10,0
17974,philanthropist,11,0
17975,odyssey,8,0
17976,centrifuge,8,0
17977,europarl,5,0
17978,videoconferencing,9,0
17980,twitter,152,0
17981,reprogram,9,0
17982,kirilov,49,0
17984,evgeni,6,0
17985,tolkien,7,0
17986,modem,6,0
17987,casus,11,0
17988,belli,10,0
17989,ergenekon,12,0
17990,hadžić,8,0
17991,rajapaksa,13,0
17992,óscar arias,7,0
17993,cortés,13,0
17994,tagme,5,0
17995,waie,5,0
17996,bernardo,6,0
17997,batista,5,0
17998,marcos,5,0
17999,mfn,6,0
18000,cathy,56,0
18001,caricom,5,0
18002,kohout,5,0
18003,disinfectant,8,0
18004,66th,9,0
18005,64th,7,0
18006,pietikäinen,5,0
18007,europeana,101,0
18008,rosière,10,0
18009,figueruela,5,0
18010,fab,6,0
18011,halon,5,0
18012,freon,6,0
18013,ultraviolet,13,0
18014,quarantine,8,0
18015,geithner,6,0
18016,scholz,26,0
18017,afco,10,0
18018,1928,9,0
18019,gerb,8,0
18020,821,10,0
18021,barton,26,0
18022,moreau,17,0
18023,chin,5,0
18024,unclo,5,0
18025,niece,13,0
18026,transgender,5,0
18027,1080 / 2006,7,0
18028,balcony,10,0
18029,561 / 2006,7,0
18030,volt,7,0
18031,salvatore,7,0
18032,styria,5,0
18033,extracurricular,5,0
18034,abruzzo,28,0
18036,anti - union,5,0
18037,roxana,20,0
18038,saberi,27,0
18039,717 / 2007,5,0
18040,861 / 2006,16,0
18042,rushdie,13,0
18044,sr technics,13,0
18045,postcard,7,0
18046,hudson,7,0
18047,telemedicine,9,0
18048,bacterial,22,0
18049,filat,5,0
18050,brcko,18,0
18051,neris,7,0
18052,idaho,6,0
18053,h1n1,69,0
18055,lindblad,8,0
18057,hadopi,10,0
18058,berec,6,0
18059,brine,7,0
18060,tipperary,8,0
18061,freilassing,5,0
18062,marielle,6,0
18063,freudian,8,0
18064,stavreva,9,0
18065,3 . 98,6,0
18066,lara,6,0
18067,pillay,8,0
18068,psychiatry,16,0
18069,pagano,15,0
18070,humorous,6,0
18071,saturn,36,0
18072,slumdog,6,0
18073,diaphragm,5,0
18074,darabi,5,0
18075,andry,10,0
18076,rajoelina,27,0
18077,rosales,14,0
18078,navid,9,0
18079,kósa,10,0
18081,ecr,109,0
18082,neda,8,0
18083,morvai,27,0
18084,estemirova,33,0
18085,urumqi,5,0
18086,bütikofer,15,0
18087,zelaya,38,0
18088,arias,15,0
18089,mr arias,5,0
18090,micheletti,9,0
18091,šemeta,57,0
18092,samecki,12,0
18093,monsoon,5,0
18095,1922,7,0
18096,sberbank,5,0
18097,opel europe,5,0
18098,westerwelle,5,0
18099,eppink,19,0
18100,luhan,28,0
18101,replanting,8,0
18102,theurer,9,0
18103,bannerman,6,0
18104,billström,35,0
18105,alfano,19,0
18106,corazza,15,0
18107,pvv,46,0
18108,silvestris,8,0
18109,zimmermann,9,0
18110,mrs zimmermann,11,0
18111,bisky,8,0
18112,beňová,9,0
18113,abad,5,0
18114,marguerite,5,0
18115,draghi,45,0
18116,ceo,9,0
18117,tftp,61,0
18118,bruguière,18,0
18119,strasser,12,0
18120,macro - regional,50,0
18121,soini,8,0
18122,718,10,0
18123,re - appointment,5,0
18124,s&d,69,0
18125,zemke,9,0
18126,leonidas,5,0
18127,donskis,5,0
18128,lunacek,16,0
18129,judith,5,0
18130,sargentini,11,0
18131,rui,8,0
18132,tavares,47,0
18133,cornelia,5,0
18134,cornelis,6,0
18135,vergiat,21,0
18136,padraig,5,0
18137,baalen,13,0
18138,morakot,8,0
18139,boştinaru,8,0
18140,zarema,6,0
18141,sadulayeva,6,0
18142,zhovtis,19,0
18143,astana,12,0
18144,muhannad,11,0
18145,hassani,15,0
18146,brantner,13,0
18147,matera,45,0
18148,mervyn,7,0
