,words,amounts,entropies
20713,51ος,5,0
20714,doubleclick,6,0
20715,ip,12,0
20716,yahoo,18,0
20717,rupert,7,0
20718,facebook,298,0
20719,τζελ,6,0
20720,ashworth,24,0
20721,δαρβινισμός,9,0
20722,leicester,6,0
20723,1234 / 2007,12,0
20724,πανεπιστημιούπολη,19,0
20725,2080,10,0
20726,crd,11,0
20727,κακοφωνία,14,0
20728,86 / 613 / εοκ,7,0
20729,ουψάλα,7,0
20730,515,8,0
20731,περίγραμμα,8,0
20732,unilever,44,0
20734,διεπαγγελματικός,6,0
20735,rompuy,317,0
20736,vitor,6,0
20737,caldeira,45,0
20738,luc,7,0
20739,keller,24,0
20740,3 . 500,6,0
20741,eujust,5,0
20742,mladenov,18,0
20743,wassenaar,11,0
20744,τζαμένα,7,0
20745,lol,19,0
20746,mahamat,5,0
20747,saleh,26,0
20748,aal,10,0
20749,επιδεξιότητα,7,0
20750,ψηφιακά,25,0
20751,359,7,0
20752,πτεααπο,5,0
20753,πτεααπε,7,0
20754,κάρβουνος,5,0
20755,γερτρούδη,6,0
20756,arap,10,0
20757,natalya,8,0
20758,gazeta,6,0
20759,yevgeny,9,0
20760,kadyrov,7,0
20761,perwiz,13,0
20762,kambakhsh,17,0
20763,pachauri,10,0
20764,τρικυμία,7,0
20765,gruevski,13,0
20766,mara,5,0
20767,mlynky,5,0
20768,χριστόφι,5,0
20769,ογκολογία,9,0
20770,προστάτη,14,0
20771,jeleva,13,0
20772,σχιστόλιθο,8,0
20773,σχιστολιθικός,15,0
20774,22ας,5,0
20775,αισθητικά,5,0
20776,"7 , 2",16,0
20777,παγκανίνι,5,0
20778,csango,6,0
20779,rajendra,7,0
20780,clive,6,0
20781,φέργκιουσον,7,0
20782,βενετικός,5,0
20783,998 / 2003,6,0
20784,λύσσα,24,0
20785,ltd,6,0
20786,πλα,36,0
20787,πλος,5,0
20788,playa,7,0
20789,bakio,5,0
20790,jános,11,0
20791,trujillo,5,0
20792,πανί,6,0
20793,1911,6,0
20794,σκιέρ,9,0
20795,απόρθητος,5,0
20796,1902,12,0
20797,sociedad,7,0
20799,εοκε,18,0
20800,εοκο,5,0
20801,ανηθικότητα,8,0
20802,βιοχημεία,8,0
20803,ziegler,7,0
20804,σιλός,8,0
20805,καλπάζω,6,0
20807,λιπαντικός,5,0
20808,rüffert,37,0
20809,monks,7,0
20810,gomez,7,0
20811,παραπληγικός,7,0
20812,esta,10,0
20814,janus,5,0
20815,αξε,21,0
20816,αντικυβερνητικός,11,0
20817,θυρίδα,5,0
20818,iconet,8,0
20819,αμφίβιο,6,0
20820,sutherland,8,0
20821,σάδερλαντ,6,0
20822,φεουδαρχικός,5,0
20823,σσκ,69,0
20824,κοστούμιο,6,0
20825,ιεδλπ,10,0
20826,xbrl,8,0
20827,προσομοιώνω,20,0
20828,μάνγκο,9,0
20829,nargis,8,0
20830,ναργκίς,8,0
20831,baramidze,7,0
20832,αλεξιπτωτιστής,7,0
20833,χειμερία,5,0
20834,obama,370,0
20835,ομπάμα,135,0
20836,λάρυ,6,0
20837,λάρι,5,0
20838,hartmut,8,0
20839,594,14,0
20840,υδροθερμικός,6,0
20841,σχηματικός,7,0
20842,άρμστρονγκ,14,0
20843,γκάιγκερ,5,0
20845,galaţi,5,0
20846,υποδιαίρεση,5,0
20847,małopolska,8,0
20848,κυκλοφορικός,12,0
20849,roşia,13,0
20850,montană,9,0
20851,συμβιωτικός,8,0
20852,δικομματικός,7,0
20853,κλιπ,14,0
20856,μπαχαρικό,19,0
20857,μπαχαρικά,5,0
20858,bairbre,9,0
20859,αγνωστικιστής,18,0
20860,dahl,5,0
20861,μανιωδώς,8,0
20862,metin,5,0
20863,kazak,10,0
20864,gdynia,7,0
20865,γκντίνια,7,0
20866,sox,7,0
20867,πλουτοκράτης,15,0
20868,holm,7,0
20869,αρχαιολογία,7,0
20870,παραμόρφωση,5,0
20871,φουτουριστικός,7,0
20872,powerpoint,17,0
20873,mss,11,0
20874,itu,8,0
20875,mhz,26,0
20876,αρρενωπότητα,9,0
20878,όρεγκον,11,0
20879,1850,10,0
20880,προσομοιωτής,6,0
20881,βόσπορο,5,0
20882,τσιλέρ,5,0
20883,τιμισοάρα,5,0
20884,timişoara,11,0
20885,άλεξι,9,0
20886,billingham,11,0
20887,σταυρώνω,6,0
20888,gábor,5,0
20889,harangozó,16,0
20890,μικρομονάδας,17,0
20891,σεξιστικός,15,0
20892,σεξιστής,5,0
20893,αυτιστικός,24,0
20894,καρολίνα,42,0
20897,lehideux,11,0
20898,μάτριξ,10,0
20899,abyei,51,0
20900,σέρφερ,6,0
20901,barack,66,0
20902,σκακιός,8,0
20903,σκάκι,10,0
20904,τριανός,5,0
20905,envi,5,0
20907,mif,5,0
20908,ύφαλος,10,0
20909,ecurie,5,0
20910,σόλος,5,0
20911,haccp,37,0
20912,krško,13,0
20913,Mar-08,7,0
20914,veraldi,10,0
20915,greco,8,0
20916,ινομυαλγία,6,0
20917,νεκροφιλία,6,0
20918,varroa,9,0
20919,μπαλέτο,7,0
20920,μπάλετος,5,0
20921,μικροπεριφέρεια,11,0
20922,εδαφικά,6,0
20923,petre,13,0
20924,χειραψία,11,0
20925,κορόνας,5,0
20926,joanna,5,0
20927,meroni,6,0
20928,paparizov,15,0
20929,θαλασσινός,6,0
20930,εες,9,0
20931,αμτ,7,0
20932,8 . 000,18,0
20933,abs,9,0
20934,αμ,9,0
20935,cowen,8,0
20936,brecht,6,0
20937,τραπεζομάντιλο,5,0
20938,libertas,5,0
20939,mirek,14,0
20940,βανκούβερ,28,0
20941,βλαδιβοστόκ,10,0
20942,αίνιγμα,8,0
20943,περεστρόικο,5,0
20944,svoboda,5,0
20945,ernst,23,0
20946,mariann,9,0
20947,pribetich,7,0
20948,63ος,8,0
20949,amisom,7,0
20950,jouyet,147,0
20951,mehrin,5,0
20952,fujitsu,5,0
20953,northrop,9,0
20954,grumman,8,0
20955,ioana,8,0
20956,maroni,35,0
20957,lafontaine,26,0
20958,silvia,18,0
20959,pervez,5,0
20960,23 . 000,8,0
20961,airbaltic,6,0
20962,pilar,17,0
20963,θερμοδυναμική,8,0
20964,dati,37,0
20965,ops,8,0
20966,csd,9,0
20967,τιμαριθμικός,5,0
20968,emine,10,0
20969,raeva,7,0
20970,ntdtv,11,0
20971,euronest,41,0
20972,hamouri,5,0
20973,δυναμίτη,5,0
20974,πινγκ,5,0
20975,κάιν,11,0
20976,λεάντρο,5,0
20978,φοίνικα,11,0
20979,φοίνιξ,6,0
20980,δικαιότητα,5,0
20981,hortefeux,20,0
20982,roland,6,0
20983,mckinsey,5,0
20984,πάνθεον,12,0
20985,orissa,8,0
20986,ορίσα,14,0
20987,băsescu,27,0
20988,pilecki,12,0
20989,sylvia,7,0
20990,εδδ,9,0
20991,symeou,20,0
20992,κριμαία,10,0
20993,ναρκώνω,6,0
20994,ριγμένος,7,0
20995,hirsch,26,0
20996,lefrançois,50,0
20997,eurofisc,7,0
20998,2060,16,0
20999,πορώδης,12,0
21000,éric,5,0
21001,woerth,6,0
21002,patrizia,7,0
21003,2006 / 2004,5,0
21004,besson,7,0
21005,chatel,10,0
21006,skype,21,0
21007,περιστέριο,10,0
21008,περιστεριό,5,0
21009,e - health,8,0
21010,cookies,7,0
21011,κουλουράκι,6,0
21012,proinsias,7,0
21013,jaeger,6,0
21014,ανώδυνος,6,0
21015,ανορεξία,11,0
21016,παρένθετος,20,0
21017,ντόλυ,5,0
21018,ντόλλυ,5,0
21019,dolly,10,0
21020,ντόλι,6,0
21021,ghs,38,0
21022,εικονόγραμμα,6,0
21023,αντίσωμα,15,0
21024,alimentarius,8,0
21025,σπονδυλωτός,9,0
21026,λάπτοπ,5,0
21027,λίθιο,10,0
21028,κοππά,12,0
21029,rasff,6,0
21030,ucp,5,0
21031,αγγελάκα,8,0
21032,syed,10,0
21033,σκ,14,0
21034,τρ,5,0
21035,iberia,6,0
21036,βιοπαρακολούθηση,5,0
21037,νανοσωματίδιο,27,0
21038,νανοϋλικός,56,0
21039,ούρα,13,0
21040,αναίμακτος,5,0
21041,υπερφυσικός,14,0
21042,conde,12,0
21043,hbos,5,0
21044,paulson,10,0
21045,lehman,44,0
21046,aig,5,0
21047,beatles,6,0
21048,łódź,8,0
21049,michl,5,0
21050,geert,12,0
21051,εαβ,9,0
21052,bussereau,15,0
21053,rochelle,9,0
21054,τν,5,0
21055,άντεν,14,0
21056,νευρώνη,153,0
21057,νευρώνας,112,0
21058,εύκρατος,13,0
21059,μπότοπουλου,5,0
21060,μποτόπουλος,7,0
21061,ντάμιεν,6,0
21062,μπιχάρ,14,0
21063,μετασχηματιστικός,11,0
21064,μισισίπι,8,0
21065,μισισιπή,5,0
21066,παραβολή,6,0
21067,υπερβατικός,10,0
21068,freddie,5,0
21069,borloo,31,0
21070,dodds,10,0
21071,megabyte,5,0
21072,σάντουιτς,13,0
21073,σνακ,10,0
21074,σφήκη,6,0
21075,σφήκα,12,0
21076,efrag,5,0
21077,sârbu,18,0
21078,sarbu,10,0
21079,ni,7,0
21080,γιέιλ,5,0
21081,γέιλ,8,0
21082,ipod,30,0
21083,ipods,6,0
21084,playstation,8,0
21085,larosière,16,0
21086,μεσσία,5,0
21087,fortis,6,0
21088,allais,14,0
21089,martynov,7,0
21090,πρόπολη,5,0
21091,ανορθόδοξος,16,0
21092,kardzhali,5,0
21093,202α,5,0
21094,alojz,7,0
21095,ecris,9,0
21096,νομενκλατούρα,8,0
21097,cebs,5,0
21098,κώμα,10,0
21099,νχ,5,0
21100,grooming,9,0
21101,πλαγκτόν,15,0
21102,κορμοράνος,41,0
21103,κορμόρανος,10,0
21104,gcca,9,0
21105,ruding,5,0
21106,πλαστικότητα,9,0
21107,diouf,6,0
21108,vendée,11,0
21109,βάφλας,5,0
21111,chişinău,7,0
21112,κισινάου,16,0
21113,τσισινάου,24,0
21114,kony,6,0
21115,μέντελ,8,0
21116,morel,9,0
21117,kodori,5,0
21118,τιτάνιο,5,0
21119,τιτανίο,6,0
21120,ορθοδοξία,6,0
21121,πορτραίτο,17,0
21122,πορτρέτο,20,0
21123,πορτραίτα,19,0
21124,προίκα,7,0
21125,ενδοκρατικός,6,0
21126,buşoi,31,0
21127,toine,10,0
21128,Jan-09,5,0
21129,ψηφία,6,0
21130,σενζέν,7,0
21131,χολοντόμορ,56,0
21132,holodomor,5,0
21133,75ος,7,0
21134,κολεκτιβοποίηση,6,0
21135,bmi,6,0
21136,zdravkova,14,0
21137,τζόνι,10,0
21138,επιγραφή,11,0
21139,70ή,5,0
21140,jobbik,37,0
21141,κοινωνιολογία,9,0
21142,wilfried,6,0
21143,foll,31,0
21144,ackermann,8,0
21145,maynard,5,0
21146,δόλωμα,5,0
21147,mor,8,0
21148,blackberry,10,0
21149,προυστ,19,0
21150,1073 / 1999,5,0
21151,cndp,14,0
21152,fdlr,16,0
21153,"6 , 3",17,0
21154,malu,5,0
21155,καμπάλο,28,0
21156,gmbh,5,0
21158,aisha,17,0
21159,ivf,5,0
21161,επικονιάζω,9,0
21162,επικονιαστής,27,0
21163,810,6,0
21164,duhulow,11,0
21165,κισμάγιο,5,0
21166,stiglitz,7,0
21167,ποδημα,50,0
21168,75 . 000,5,0
21169,temesvár,6,0
21170,ceauşescu,6,0
21171,fides,6,0
21172,søndergaard,29,0
21173,βοστόνη,20,0
21174,boston,6,0
21175,βοστώνη,14,0
21176,βοστόνα,5,0
21177,heide,13,0
21178,1083 / 2006,8,0
21179,κοσμοπολιτισμός,7,0
21180,2006 / 114 / εκ,10,0
21181,"7 , 7",5,0
21182,τορά,5,0
21183,2035,7,0
21184,yade,19,0
21185,1820,14,0
21186,rama,9,0
21187,τλ,8,0
21188,mănescu,18,0
21189,acta,259,0
21190,άλμπουμ,23,0
21191,σύνθιο,6,0
21192,munashe,5,0
21193,stanislav,6,0
21194,κουτάβι,9,0
21195,ματαιότητα,10,0
21196,visser,12,0
21197,αιτιότητα,6,0
21198,860,6,0
21199,ευρωομόλογας,175,0
21200,ευρωομόλογος,7,0
21201,ευρωομόλογο,7,0
21202,ευρωομολογία,15,0
21203,329,6,0
21204,ανεμοστρόβιλος,5,0
21205,oskar,8,0
21206,parker,5,0
21207,αξιοπλοΐα,10,0
21208,lone,7,0
21209,φαρμακοεπαγρύπνηση,10,0
21210,αντικαταθλιπτικό,14,0
21211,αντικαταθλιπτιπτός,9,0
21212,διχλωρομεθάνιος,9,0
21213,διχλωρομεθάνιο,38,0
21214,dcm,36,0
21215,δισφαινόλη,9,0
21216,βαρυτικός,69,0
21217,naftogaz,10,0
21218,τσαρλατάνος,5,0
21219,χόκεϊ,5,0
21220,vondra,70,0
21221,hillary,14,0
21222,χίλαρι,14,0
21223,κόνδορας,5,0
21224,igad,7,0
21225,atalanta,60,0
21226,narodnaya,5,0
21227,volya,5,0
21228,nasha,5,0
21229,niva,5,0
21230,διατροφολόγος,5,0
21232,camara,34,0
21233,dadis,9,0
21234,kastler,5,0
21235,cariforum,33,0
21236,forum,9,0
21237,braşov,5,0
21238,qimonda,65,0
21239,κεραμικός,5,0
21240,υπερδίκτυο,9,0
21241,desertec,46,0
21242,κολιά,7,0
21243,φθορίζουσα,10,0
21244,φτορίζω,11,0
21245,βασανιστικός,6,0
21246,ράιτ,5,0
21247,προτεδεμπορικός,27,0
21248,παιχνιδιάρικος,11,0
21249,μεταψυχροπολεμικός,5,0
21250,μεταστοιχείωση,7,0
21251,mayotte,16,0
21252,μαγιότ,5,0
21253,vaidere,5,0
21254,minuk,5,0
21255,sba,32,0
21256,κεραμίδιο,9,0
21257,πλακάκι,6,0
21258,millstream,5,0
21259,dumitriu,12,0
21260,μελαμίνη,5,0
21261,rohingya,22,0
21262,προσωποποίηση,5,0
21263,holbrooke,27,0
21264,biden,25,0
21265,ferrerowaldner,6,0
21266,gheorghe,5,0
21267,niculescu,8,0
21268,181α,5,0
21269,εευ,10,0
21270,φιλάνθρωπος,11,0
21271,"εγ""",5,0
21272,οδύσσεια,8,0
21273,φυγοκεντρητής,8,0
21274,europarl,5,0
21275,βιντεοδιάσκεψη,9,0
21276,jasmine,13,0
21277,γιασεμία,6,0
21279,επαναπρογραμματίζω,9,0
21280,kirilov,49,0
21281,συμπιάζω,5,0
21282,συμπιεσμένος,5,0
21283,συμπιέζω,20,0
21284,evgeni,6,0
21285,τόλκιν,7,0
21286,modem,6,0
21287,casus,11,0
21288,belli,10,0
21289,ergenekon,12,0
21290,hadžić,8,0
21291,rajapaksa,13,0
21292,óscar arias,7,0
21293,cortés,13,0
21294,tagme,5,0
21295,waie,5,0
21296,bernardo,6,0
21297,batista,5,0
21298,marcos,5,0
21299,μεκ,6,0
21300,cathy,56,0
21301,caricom,5,0
21302,kohout,5,0
21303,απολυμαντικό,8,0
21304,66ος,9,0
21305,μακροπεριφερεία,9,0
21306,64ος,7,0
21307,pietikäinen,5,0
21308,europeana,101,0
21309,rosière,10,0
21310,figueruelas,5,0
21311,fab,6,0
21312,halon,5,0
21313,φρέον,6,0
21314,υπεριώδης,13,0
21315,καραντίνα,8,0
21316,geithner,6,0
21317,scholz,26,0
21318,afco,10,0
21319,1928,9,0
21320,gerb,8,0
21321,821,10,0
21322,barton,26,0
21323,moreau,17,0
21324,πηγούνι,5,0
21325,unclos,5,0
21326,ανιψιά,13,0
21327,διαφυλικός,5,0
21328,1080 / 2006,7,0
21329,μπαλκόνι,10,0
21330,561 / 2006,7,0
21331,βολτ,7,0
21332,salvatore,7,0
21333,στυρία,5,0
21334,εξωσχολικός,5,0
21335,abruzzo,28,0
21336,ροζέ,36,0
21337,ροζός,25,0
21338,αντισυνδικαλιστικός,5,0
21339,roxana,20,0
21340,saberi,27,0
21341,717 / 2007,5,0
21342,861 / 2006,16,0
21343,μυθιστοριογράφος,6,0
21344,salman,17,0
21345,σάλμαν,6,0
21346,rushdie,13,0
21347,teychennι,5,0
21348,teychenné,5,0
21349,sr technics,13,0
21350,ποστάλ,7,0
21351,χάντσον,7,0
21352,τηλεϊατρική,9,0
21353,βακτηριακός,22,0
21354,gray,5,0
21355,filat,5,0
21356,brcko,18,0
21357,neris,7,0
21358,διαισθητικός,15,0
21359,άινταχο,6,0
21360,h1n1,69,0
21361,owen,5,0
21362,όουεν,10,0
21363,lindblad,8,0
21364,σκαθάρι,20,0
21365,σκαθάριο,29,0
21366,hadopi,10,0
21367,berec,6,0
21368,άλμη,7,0
21369,tipperary,8,0
21370,freilassing,5,0
21371,marielle,6,0
21372,φροϋδικός,8,0
21373,μέτωπό,8,0
21374,stavreva,9,0
21375,"3 , 98",6,0
21376,lara,6,0
21377,pillay,8,0
21378,ψυχιατρική,16,0
21379,pagano,15,0
21380,χιουμοριστικός,6,0
21381,κρόνος,36,0
21382,slumdog,6,0
21383,διάφραγμα,5,0
21384,darabi,5,0
21385,andry,10,0
21386,rajoelina,27,0
21387,rosales,14,0
21388,ναβίντ,9,0
21389,kósa,10,0
21390,pittsburgh,6,0
21391,πίτσμπουργκ,85,0
21392,πίτσμπεργκ,8,0
21393,ecr,109,0
21394,neda,8,0
21395,morvai,27,0
21396,estemirova,33,0
21397,urumqi,5,0
21398,bütikofer,15,0
21399,zelaya,38,0
21401,micheletti,9,0
21402,šemeta,57,0
21403,samecki,12,0
21404,μούσωνο,5,0
21405,kelly,49,0
21406,κέλλυ,12,0
21407,1922,7,0
21408,sberbank,5,0
21409,opel europe,5,0
21410,westerwelle,5,0
21411,eppink,19,0
21412,luhan,28,0
21413,επαναφύτευση,8,0
21414,theurer,9,0
21415,bannerman,6,0
21416,billström,35,0
21417,alfano,19,0
21418,corazza,15,0
21419,pvv,46,0
21420,silvestris,8,0
21422,bisky,8,0
21423,beňová,9,0
21424,abad,5,0
21425,marguerite,5,0
21426,draghi,45,0
21427,ceo,9,0
21428,tftp,61,0
21429,bruguière,18,0
21430,strasser,12,0
21431,μακροπεριφερειακός,50,0
21432,soini,8,0
21433,718,10,0
21434,επαναδιορισμός,5,0
21435,s&d,69,0
21436,zemke,9,0
21437,leonidas,5,0
21438,donskis,5,0
21439,lunacek,16,0
21440,judith,5,0
21441,sargentini,11,0
21442,rui,8,0
21443,tavares,47,0
21444,cornelia,5,0
21445,cornelis,6,0
21446,vergiat,21,0
21447,padraig,5,0
21448,baalen,13,0
21449,morakot,8,0
21450,boştinaru,8,0
21451,zarema,6,0
21452,sadulayeva,6,0
21453,zhovtis,19,0
21454,αστάνα,12,0
21455,muhannad,11,0
21456,hassani,15,0
21457,brantner,13,0
21458,matera,45,0
21459,mervyn,7,0
21460,jaakonsaari,6,0
21461,rinaldi,25,0
21462,περγαμηνή,6,0
21463,vollebæk,5,0
21464,"14 , 8",8,0
21465,υποκειμενικά,7,0
21466,skyeurope,12,0
21467,sassoli,13,0
21468,salatto,5,0
21469,serracchiani,5,0
21470,twain,6,0
21471,"8 , 8",6,0
21472,goldstone,163,0
21473,häusling,13,0
21474,hausling,11,0
21475,carlgren,36,0
21476,lepage,15,0
21477,redd,9,0
21478,eurofund,5,0
21479,εσαο,6,0
21480,bokros,7,0
21481,stoep,12,0
21482,πόκερ,8,0
21483,μακροπροληπτικός,7,0
21484,tamás,14,0
21485,κάμπιο,6,0
21486,κπαα,50,0
21487,preda,29,0
21488,gualtieri,50,0
21489,goerens,40,0
21490,πνευμονία,16,0
21491,salom,9,0
21492,tagliavini,14,0
21493,orlov,40,0
21494,lyudmila,6,0
21495,alexeyeva,6,0
21496,464,6,0
21497,812,5,0
21498,soltan,6,0
21499,εφιαλτικός,5,0
21500,κοσμολογία,15,0
21501,dartmouth,25,0
21502,bilderberg,6,0
21503,ulvskog,8,0
21504,kowal,5,0
21505,ojuland,9,0
21506,rosbach,18,0
21507,fleckenstein,13,0
21508,2006 / 123 / εκ,6,0
21509,silviu,8,0
21510,βιοδείκτης,8,0
21511,βιοδεικτής,6,0
21512,teixeira,7,0
21513,γαϊδουράκι,6,0
21514,tanja,12,0
21515,fajon,45,0
21516,παλιαδέλος,37,0
21517,παλιαδέλη,16,0
21518,mazzoni,17,0
21519,3 406,5,0
21520,aminatou,8,0
21521,haidar,18,0
21522,clare,8,0
21523,mistral,16,0
21524,emin,6,0
21525,hajizade,6,0
21526,1 . 443,6,0
21527,albrecht,9,0
21528,magistris,31,0
21529,μχω,11,0
21530,anglia,7,0
21531,προπάνιο,7,0
21532,kalfin,27,0
21533,σλέος,56,0
21534,σλεε,22,0
21535,χουντή,9,0
21536,lanzarote,5,0
21537,κόμη,8,0
21538,earl,6,0
21539,viareggio,5,0
21540,milana,7,0
21541,paška,6,0
21542,337,5,0
21544,1244 / 99,5,0
21545,thaler,20,0
21546,madlener,17,0
21547,μπούρκο,9,0
21548,μομπάσα,5,0
21549,διαπυλωνικός,5,0
21550,hyaric,8,0
21551,šefčovič,80,0
21552,scurria,8,0
21553,coates,12,0
21554,efd,12,0
21555,μιναρέδη,7,0
21556,μινάρεδο,7,0
21557,μιναρές,5,0
21558,κριθάρι,5,0
21559,heijmans,6,0
21560,brabant,14,0
21561,styria,5,0
21562,creutzmann,7,0
21563,Jan-10,5,0
21564,Mar-10,6,0
21565,inta,5,0
21566,απτικός,7,0
21567,25 . 000,30,0
21568,maroš,7,0
21569,wellcome,5,0
21570,lieberman,5,0
21571,striffler,20,0
21572,becerril,12,0
21573,barrio,10,0
21574,jáuregui,26,0
21575,atondo,14,0
21576,cancian,36,0
21577,provera,31,0
21578,iacolino,5,0
21579,crescenzio,12,0
21580,rivellini,43,0
21581,comi,10,0
21582,fontana,13,0
21583,zanicchi,7,0
21584,zalba,9,0
21585,bidegain,9,0
21586,μπέλα,5,0
21587,balčytis,9,0
21588,χαζάρα,7,0
21589,danjean,46,0
21590,barandica,6,0
21591,griffin,5,0
21592,ντάνινγκ,8,0
21593,schaake,18,0
21594,boal,5,0
21595,οχάιο,21,0
21596,icesave,12,0
21598,juvin,19,0
21599,ασούρα,5,0
21600,lochbihler,13,0
21601,mousavi,12,0
21602,shiva,5,0
21603,sina,5,0
21604,γιαννάκο,39,0
21605,γίαννακο,9,0
21606,oettinger,165,0
21607,τζέισον,16,0
21608,kadenbach,9,0
21609,bearder,8,0
21610,sosa,8,0
21611,wagner,9,0
21612,γεια,14,0
21613,hedegaard,49,0
21614,climategate,5,0
21615,espinosa,9,0
21616,αριζόνας,17,0
21617,noordwijk,10,0
21618,tekel,6,0
21619,áder,5,0
21620,enciu,8,0
21621,meissner,38,0
21622,dalen,18,0
21623,cutaş,14,0
21624,cătălin,6,0
21625,sorin,5,0
21626,πανοραμικός,6,0
21627,regner,8,0
21628,chamari,5,0
21629,baudis,14,0
21630,συνθηματικό,34,0
21631,συνθηματικός,6,0
21632,κόπτης,14,0
21633,liu xiaobo,50,0
21634,liu xia,8,0
21635,maguindanao,7,0
21636,zasada,8,0
21637,juarez,5,0
21638,patrão,29,0
21639,μητρόπολη,5,0
21640,valori,5,0
21641,rubalcaba,11,0
21642,domenici,16,0
21643,lamberts,26,0
21644,κολονοσκόπηση,9,0
21645,reilly,6,0
21646,georgieva,63,0
21647,andor,76,0
21648,dalli,117,0
21649,cioloş,70,0
21650,ντρέιφους,6,0
21651,ντρέιφος,11,0
21652,füle,130,0
21653,fule,20,0
21654,canfin,16,0
21655,feio,59,0
21656,παπανικόλαος,17,0
21657,muñiz,9,0
21658,zoran,10,0
21659,kosor,8,0
21660,lisek,13,0
21661,τρεμόπουλος,6,0
21662,τρέμοπουλος,5,0
21663,klute,12,0
21664,αυτοψία,14,0
21665,αποστασία,5,0
21666,nle,23,0
21667,rivasi,15,0
21668,obermayr,10,0
21669,γουόρεν,11,0
21670,ουόρεν,5,0
21671,αποπροσανατολίζω,5,0
21672,jadot,31,0
21673,niccolò,7,0
21674,ιουλιέτα,10,0
21675,τρισδιάστατος,69,0
21676,3d,21,0
21677,τρισδιάστατα,7,0
21678,jędrzejewska,18,0
21679,edouard,6,0
21680,orlando,99,0
21681,tamayo,16,0
21682,ghilad,5,0
21683,54ος,12,0
21684,céu,5,0
21685,δαμανάκη,36,0
21687,αρσένη,15,0
21688,cadec,35,0
21689,buizingen,12,0
21690,claudia,5,0
21691,bandera,8,0
21692,kalinowski,5,0
21693,haglund,20,0
21694,xynthia,72,0
21695,γατάκι,12,0
21696,agnew,6,0
21697,ftt,10,0
21698,φχς,31,0
21699,scicluna,18,0
21700,swinburne,17,0
21701,ranner,8,0
21702,thun,22,0
21703,hohenstein,15,0
21704,hoang,17,0
21705,ngoc,18,0
21706,kožušník,8,0
21707,karmann,6,0
21708,ημιρυμουλκούμενος,11,0
21709,562,8,0
21710,rima,5,0
21711,carvalho,17,0
21712,blinkevičiūtė,5,0
21713,atp,7,0
21714,yannick,11,0
21715,732 / 2008,6,0
21716,arnaud,5,0
21717,bien,5,0
21718,deutsch,32,0
21719,φρύδιο,5,0
21720,uspaskich,5,0
21721,fariñas,18,0
21722,morkūnaitė,7,0
21723,kristalina,7,0
21724,concepción,5,0
21725,piñera,7,0
21726,528,8,0
21727,mapuches,6,0
21728,ψαλμός,6,0
21729,αλμπέρτα,5,0
21730,τιχουάνα,8,0
21731,häfner,14,0
21732,scottà,10,0
21733,dacian,5,0
21734,πρεμιέρα,8,0
21735,πολυανθεκτικός,6,0
21736,giegold,5,0
21737,υποβλητικός,9,0
21738,εσσκ,6,0
21739,369,6,0
21740,constancio,12,0
21741,banco,5,0
21742,283,5,0
21743,278,5,0
21744,connie,5,0
21745,κούζνετς,5,0
21746,τέφρας,8,0
21747,τέφρα,20,0
21748,migalski,5,0
21749,σοφίτα,6,0
21750,ηφαίστεια,23,0
21751,dorfmann,8,0
21752,βιοφυσικός,8,0
21753,daerden,9,0
21754,ipad,39,0
21755,bishkek,6,0
21756,bakiyev,17,0
21757,ceta,5,0
21758,εακαα,73,0
21759,εακο,13,0
21760,dantin,6,0
21761,geier,13,0
21762,gerbrandy,8,0
21763,echa,6,0
21764,hohlmeier,13,0
21765,fayot,57,0
21766,κολοράντο,17,0
21767,hory,39,0
21768,μεταφερόμενος,5,0
21769,κύλινδρος,28,0
21770,zeit,6,0
21771,barry,6,0
21772,turunen,10,0
21773,wikström,11,0
21774,επαναφόρτιση,6,0
21775,matias,49,0
21776,merkies,30,0
21777,boc,6,0
21778,kfw,6,0
21779,ααα,11,0
21781,auconie,6,0
21782,umaru,5,0
21783,butler,6,0
21784,μπάτλερ,11,0
21785,lyndon,7,0
21786,χομπς,5,0
21787,easo,7,0
21788,alves,10,0
21789,εναλλάκτης,5,0
21790,perello,14,0
21791,herrera,5,0
21792,marcelino,6,0
21793,sinclaire,10,0
21794,λουιζιάνα,6,0
21795,piper,5,0
21796,deepwater,10,0
21797,goulard,39,0
21798,θρομβίνη,53,0
21799,lastra,14,0
21800,διατριβή,9,0
21801,εγμ,17,0
21802,kathryn,11,0
21803,shahbaz,25,0
21804,bhatti,39,0
21805,σκιτσογράφος,6,0
21806,γελοιογράφος,5,0
21807,comunidad,18,0
21808,valenciana,22,0
21809,επδ,5,0
21810,acumen,5,0
21811,οξύνοια,6,0
21812,επιλύσιμος,11,0
21813,sylvie,12,0
21814,fitch,5,0
21815,pdf,6,0
21816,έπε,12,0
21817,ύαινα,6,0
21818,geoghegan,13,0
21819,nedelcheva,37,0
21820,gróbarczyk,8,0
21821,farai,29,0
21822,maguwu,39,0
21823,marange,7,0
21824,afiuni,28,0
21825,παρορμητικός,6,0
21826,τραδίω,5,0
21827,wznowienie,5,0
21828,sesji,5,0
21829,parlamentu,6,0
21830,europejskiego,5,0
21831,przerwanej,5,0
21832,czwartek,5,0
21833,sakineh,10,0
21834,ashtiani,7,0
21835,726 / 2004,7,0
21836,2001 / 83 / εκ,6,0
21837,magnitsky,19,0
21838,chastel,49,0
21839,νατάσα,27,0
21840,ajka,7,0
